turbidity,source,taste,odour,colour,result
Low,River,Salty,Wet Dog Odour,Black-Dark Brownn,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) And Organic matter  environmental contaminants  .And manganese in drinking water and organic matter
Low,River,Salty,Wet Dog Odour,Yellow-Brown,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) .Naturally occurring organic compounds (tannins  derived from the decomposition of plant and animal matterHumic substance and large amount sediment deposition    )
Low,River,Salty,Wet Dog Odour,Blue-Green,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) And Organic matter  environmental contaminants. And contact of  water  with copper
Low,River,Salty,Wet Dog Odour,White,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) And Organic matter  environmental contaminants Foaming Agents  and air bubbles
Low,River,Salty,Wet Dog Odour,Black,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) organic matterenvironmental contaminants .And manganese in drinking water
Low,River,Salty,Wet Dog Odour,Brown,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) Organic matter  environmental contaminants.Iron content in your  water in water
Low,River,Salty,Wet Dog Odour,Orange,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) environmental contaminants And natural dissolved organic matter (e.g. tannins leaves roots and other vegetative matter)
Low,River,Salty,Wet Dog Odour,Cloudy-White,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) And Organic matter  environmental contaminantsFoaming Agents  and air bubbles
Low,River,Salty,Wet Dog Odour,Yellow,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate)environmental contaminants.And natural dissolved organic matter (e.g. tanninsleaves roots and other vegetative matter)
Low,River,Salty,Sewage Odour,Red-Brown,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food  domastic wast .And  it is   in state of  during or before  decomposition of algae
Low,River,Salty,Sewage Odour,Black-Dark Brownn,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food  domastic wast organic matter  .And manganese in drinking water
Low,River,Salty,Sewage Odour,Yellow-Brown,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food   domastic wast organic matter  (tannins  derived from the decomposition of plant and animal matterHumic substance) and large amount sediment deposition
Low,River,Salty,Sewage Odour,Blue-Green,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food  domastic wast .And contact of  water  with copper.
Low,River,Salty,Sewage Odour,White,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food   domastic wast  may be occurence of Foaming Agents  and air bubbles
Low,River,Salty,Sewage Odour,Black,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food  domastic wast.And manganese in drinking water
Low,River,Salty,Sewage Odour,Brown,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food  domastic wast. And  Iron content in your  water in water
Low,River,Salty,Sewage Odour,Orange,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food and  domastic wast
Low,River,Salty,Sewage Odour,Cloudy-White,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food and  domastic wast
Low,River,Salty,Sewage Odour,Yellow,As per given details  the water consists of a High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  presence of bacteria that come from food    domastic wast organic matter  (tannins  derived from the decomposition of plant and animal matterHumic substance) and large amount sediment deposition
Low,River,Salty,Bleach or chlorine,Red-Brown,As per given details  the water consists of excess chlorine in water which  is not harmfull  health .  And  High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) and it is in stage  of before or during decomposition algae.
Low,River,Salty,Bleach or chlorine,Black-Dark Brown,As per given details  the water consists of excess chlorine in water which  is not harmfull  health . And  High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions manganese in drinking water and  presence of  organic matter
Low,River,Salty,Bleach or chlorine,Yellow-Brown,As per given details  the water consists of excess chlorine in water which  is not harmfull  health. High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate)  natural dissolved organic acids such as tannins and lignins
Low,River,Salty,Bleach or chlorine,Blue-Green,As per given details  the water consists of  excess chlorine in water which  is not harmfull  health High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) . And contact of  water  with copper
Low,River,Salty,Bleach or chlorine,White,As per given details  the water consists of  excess chlorine in water which  is not harmfull  health. High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) chloride ions  may be occurence of Foaming Agents  and air bubbles
Low,River,Salty,Bleach or chlorine,Black,As per given details  the water consists of  excess chlorine in water which  is not harmfull  health. High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate) manganese in drinking water and  presence of  organic matter
Low,River,Salty,Bleach or chlorine,Brown,As per given details  the water consists of   excess chlorine in water which  is not harmfull  health  High concentration of sulfates(Sulfates such as magnesium sulfate and sodium sulfate)   manganese in drinking water and  presence of  organic matter
